baseline_roc_auc,bin_start,bin_end,auroc_drop_mean,auroc_drop_sd,auroc_drop_min,auroc_drop_max,mz_start,mz_end
0.7764860715069094,1603,1603,0.001121799893460329,0.0022736268122602542,-0.0008773853915332586,0.004762949268323213,6809.0,6812.0
0.7764860715069094,3261,3261,0.001052862469839866,0.002177807154178553,-0.0020367875160594018,0.0033842007959138387,11783.0,11786.0
0.7764860715069094,1633,1633,0.0010152602387741405,0.001245470434495606,-0.0005953686585404849,0.0022247986713878065,6899.0,6902.0
0.7764860715069094,2336,2336,0.000996459123241289,0.0015898403339985854,-0.0016921003979569749,0.002444145019271038,9008.0,9011.0
0.7764860715069094,1299,1299,0.0003697552721461328,0.002040808913215301,-0.0014727540500737435,0.00369755272146155,5897.0,5900.0
0.7764860715069094,3240,3240,0.0003509541566133256,0.001658901785348419,-0.0021307930937235486,0.002350139441606891,11720.0,11723.0
0.7764860715069094,422,422,0.000338420079591395,0.001127718709418784,-0.0014100836649640902,0.001347413279854659,3266.0,3269.0
0.7764860715069094,2148,2148,0.00018801115532853795,0.001961267674400523,-0.0012220725096355745,0.003540876758687639,8444.0,8447.0
0.7764860715069094,754,754,0.00016921003979568637,0.0017015904000547235,-0.0013787484724093746,0.0029141729075926603,4262.0,4265.0
0.7764860715069094,3257,3257,0.00013787484724088196,0.0015515825553974376,-0.0019114467458403173,0.0024128098267163223,11771.0,11774.0
0.7764860715069094,1635,1635,-2.5068154043816905e-05,0.0011660313146510527,-0.0015667596277378903,0.0014727540500736325,6905.0,6908.0
0.7764860715069094,2825,2825,-0.00011907373170805258,0.001752307002591218,-0.0023188042490520644,0.001347413279854659,10475.0,10478.0
0.7764860715069094,976,976,-0.00019427819383948107,0.0009168957918925637,-0.0016921003979568638,0.0005640334659856583,4928.0,4931.0
0.7764860715069094,94,94,-0.0002632156174600331,0.0006766515414646754,-0.0011594021245261432,0.0003446871181023159,2282.0,2285.0
0.7764860715069094,2168,2168,-0.0002945508100147487,0.0030432748043213854,-0.003603547143797181,0.004261586187447097,8504.0,8507.0
0.7764860715069094,5586,5586,-0.00033842007959132835,0.00043385381853971045,-0.000752044621314174,0.00021934634788345342,18758.0,18761.0
0.7764860715069094,143,143,-0.00034468711810229367,0.001469750809959384,-0.002005452323504464,0.0016921003979569749,2429.0,2432.0
0.7764860715069094,2561,2561,-0.00036348823363523407,0.0011859035353127463,-0.002256133863942633,0.0008773853915332586,9683.0,9686.0
0.7764860715069094,339,339,-0.00038855638767902877,0.0015608889479526167,-0.0019114467458403173,0.0019427819383949219,3017.0,3020.0
0.7764860715069094,886,886,-0.0004198915802337222,0.0013961929446851481,-0.0026321561745996647,0.0010653965468617743,4658.0,4661.0
0.7764860715069094,2335,2335,-0.000589101620029453,0.001205163075016317,-0.002005452323504464,0.0008147150064237163,9005.0,9008.0
0.7764860715069094,1300,1300,-0.0007708457368470256,0.0036057671714262653,-0.006141697740732477,0.003916899069344781,5900.0,5903.0
0.7764860715069094,278,278,-0.000795913890890887,0.0006397292717162259,-0.0014100836649642012,9.400557766425788e-05,2834.0,2837.0
0.7764860715069094,378,378,-0.0013599473568764787,0.0014788418297979327,-0.0036662175289067234,0.00037602231065714253,3134.0,3137.0
0.7764860715069094,2150,2150,-0.0016858333594460318,0.0027179915540816776,-0.005640334659856583,0.001848776360730664,8450.0,8453.0
0.7764860715069094,5113,5113,-0.0019302478613731245,0.001185075274605937,-0.0032588600256949762,-0.0009087205840879742,17339.0,17342.0
0.7764860715069094,352,352,-0.002011719362015452,0.0022693040773725855,-0.00448093253533044,0.0009400557766426898,3056.0,3059.0
0.7764860715069094,1285,1285,-0.0023125372105411877,0.004134013369456169,-0.0072697646727040155,0.002193463478833091,5855.0,5858.0
0.7764860715069094,2167,2167,-0.0029016388305707075,0.0026322121297059986,-0.005608999467301867,0.000250681540438058,8501.0,8504.0
0.7764860715069094,4412,4412,-0.0030269796007896367,0.0020769583999188028,-0.005514993889637498,-0.00015667596277380014,15236.0,15239.0
0.7764860715069094,2600,2600,-0.0036724845674176885,0.0013748974113775801,-0.005765675430075556,-0.002350139441606891,9800.0,9803.0
0.7764860715069094,2169,2169,-0.004173847648293827,0.0014066674724798568,-0.005546329082192325,-0.00250681540438058,8507.0,8510.0
0.7764860715069094,1541,1541,-0.004317989534045696,0.0011618132740774162,-0.005859681007739814,-0.002694826559709207,6623.0,6626.0
