side,cut,n_covered,coverage,achieved
susceptible,0.04989990773909876,39,0.09154929577464789,0.9743589743589743
susceptible,0.05013701505295749,40,0.09389671361502347,0.975
susceptible,0.05041725029367131,41,0.09624413145539906,0.975609756097561
susceptible,0.05091174179459161,42,0.09859154929577464,0.9761904761904762
susceptible,0.05127690074491727,43,0.10093896713615023,0.9767441860465116
susceptible,0.05127744410835115,44,0.10328638497652583,0.9772727272727273
susceptible,0.05149399903381888,45,0.1056338028169014,0.9777777777777777
susceptible,0.053266477587642025,46,0.107981220657277,0.9782608695652174
susceptible,0.0540203855936567,47,0.11032863849765258,0.9787234042553191
susceptible,0.05529045425162089,48,0.11267605633802817,0.9791666666666666
susceptible,0.05531513370082208,49,0.11502347417840375,0.9591836734693877
susceptible,0.05656541997478314,50,0.11737089201877934,0.96
susceptible,0.05725029683586416,51,0.11971830985915492,0.9607843137254902
susceptible,0.05734587408465981,52,0.12206572769953052,0.9615384615384616
susceptible,0.05854051304416385,53,0.12441314553990611,0.9622641509433962
susceptible,0.06149576551856523,54,0.1267605633802817,0.9629629629629629
susceptible,0.06154374778366915,55,0.12910798122065728,0.9636363636363636
susceptible,0.06227201073273323,56,0.13145539906103287,0.9642857142857143
susceptible,0.06276783735933514,57,0.13380281690140844,0.9649122807017544
susceptible,0.06326504453444448,58,0.13615023474178403,0.9655172413793104
susceptible,0.06427808816626619,59,0.13849765258215962,0.9661016949152542
susceptible,0.0645607748824419,60,0.14084507042253522,0.9666666666666667
susceptible,0.06531258728378657,61,0.1431924882629108,0.9672131147540983
susceptible,0.06591355252399995,62,0.14553990610328638,0.967741935483871
susceptible,0.06617422307449408,63,0.14788732394366197,0.9682539682539683
susceptible,0.06725818048192339,64,0.15023474178403756,0.96875
susceptible,0.06835998884990421,65,0.15258215962441316,0.9692307692307692
susceptible,0.06905102948174309,66,0.15492957746478872,0.9696969696969697
susceptible,0.07047518613874046,67,0.1572769953051643,0.9701492537313433
susceptible,0.0726122383806614,68,0.1596244131455399,0.9558823529411765
susceptible,0.07268420591119125,69,0.1619718309859155,0.9565217391304348
susceptible,0.074134422453929,70,0.1643192488262911,0.9571428571428572
susceptible,0.0744014464209108,71,0.16666666666666666,0.9577464788732394
susceptible,0.07571734636590442,72,0.16901408450704225,0.9583333333333334
susceptible,0.0757191607080179,73,0.17136150234741784,0.958904109589041
susceptible,0.07584713720715265,74,0.17370892018779344,0.9594594594594594
susceptible,0.07674726908003507,75,0.176056338028169,0.9466666666666667
susceptible,0.0769416807895174,76,0.1784037558685446,0.9473684210526315
susceptible,0.07702186587709432,77,0.1807511737089202,0.948051948051948
susceptible,0.07789984750614826,78,0.18309859154929578,0.9487179487179487
susceptible,0.07861816962750037,79,0.18544600938967137,0.9493670886075949
susceptible,0.08057448844587008,80,0.18779342723004694,0.95
susceptible,0.0819143878737705,81,0.19014084507042253,0.9506172839506173
